taxid,date,name
933588,12/15/2016,MERITORIOUS POLICE DUTY
933588,5/29/2006,EXCELLENT POLICE DUTY
927822,2/5/2006,COMMENDATION
941300,7/19/2017,MERITORIOUS POLICE DUTY
941300,5/18/2014,HONORABLE MENTION
941300,5/18/2014,MEDAL FOR VALOR
941300,6/20/2013,EXCELLENT POLICE DUTY
941300,3/4/2008,EXCELLENT POLICE DUTY
932231,9/2/2017,EXCELLENT POLICE DUTY
932231,4/19/2017,MERITORIOUS POLICE DUTY
948173,7/7/2016,EXCELLENT POLICE DUTY
947962,8/27/2017,EXCELLENT POLICE DUTY
947962,8/27/2017,EXCELLENT POLICE DUTY
947962,9/11/2016,EXCELLENT POLICE DUTY
947962,9/11/2016,EXCELLENT POLICE DUTY
947962,9/5/2011,EXCELLENT POLICE DUTY
947962,9/5/2011,EXCELLENT POLICE DUTY
941301,7/17/2013,EXCELLENT POLICE DUTY
944301,12/6/2009,EXCELLENT POLICE DUTY
944301,8/25/2008,EXCELLENT POLICE DUTY
918669,2/21/2006,EXCELLENT POLICE DUTY
918669,2/7/2006,MERITORIOUS POLICE DUTY
918669,6/9/2005,EXCELLENT POLICE DUTY
918669,4/10/2005,COMMENDATION
918669,7/11/2004,EXCELLENT POLICE DUTY
918669,6/21/2001,EXCELLENT POLICE DUTY
918669,7/13/2000,EXCELLENT POLICE DUTY
918669,12/14/1999,MERITORIOUS POLICE DUTY
918669,10/30/1999,EXCELLENT POLICE DUTY
918669,9/6/1999,MERITORIOUS POLICE DUTY
918669,8/2/1999,MERITORIOUS POLICE DUTY
918669,8/30/1998,EXCELLENT POLICE DUTY
918669,7/19/1998,EXCELLENT POLICE DUTY
918669,12/21/1997,EXCELLENT POLICE DUTY
960115,11/23/2018,MERITORIOUS POLICE DUTY
951476,9/3/2015,MERITORIOUS POLICE DUTY
951476,6/16/2014,EXCELLENT POLICE DUTY
956362,4/2/2019,EXCELLENT POLICE DUTY
956362,1/28/2019,EXCELLENT POLICE DUTY
956362,6/5/2017,EXCELLENT POLICE DUTY
932232,10/12/2012,EXCELLENT POLICE DUTY
932232,6/9/2006,EXCELLENT POLICE DUTY
932232,4/8/2005,EXCELLENT POLICE DUTY
932232,4/1/2005,MERITORIOUS POLICE DUTY
955701,5/8/2020,EXCELLENT POLICE DUTY
955701,4/18/2020,MERITORIOUS POLICE DUTY
955701,3/25/2020,EXCELLENT POLICE DUTY
955701,11/17/2019,EXCELLENT POLICE DUTY
955701,8/9/2019,EXCELLENT POLICE DUTY
955701,7/25/2019,EXCELLENT POLICE DUTY
955701,7/1/2019,EXCELLENT POLICE DUTY
955701,5/3/2019,EXCELLENT POLICE DUTY
955701,8/29/2018,EXCELLENT POLICE DUTY
955701,6/30/2018,EXCELLENT POLICE DUTY
955701,6/30/2018,EXCELLENT POLICE DUTY
955701,7/5/2017,EXCELLENT POLICE DUTY
955701,4/15/2017,MERITORIOUS POLICE DUTY
955701,10/16/2016,EXCELLENT POLICE DUTY
955701,10/1/2016,EXCELLENT POLICE DUTY
955701,7/23/2016,EXCELLENT POLICE DUTY
949948,9/3/2015,EXCELLENT POLICE DUTY
949948,6/30/2015,EXCELLENT POLICE DUTY
949948,4/18/2015,EXCELLENT POLICE DUTY
949948,11/18/2014,EXCELLENT POLICE DUTY
949948,3/6/2014,MERITORIOUS POLICE DUTY
949948,12/21/2013,EXCELLENT POLICE DUTY
949948,11/6/2013,EXCELLENT POLICE DUTY
948580,12/8/2018,EXCELLENT POLICE DUTY
948580,5/3/2018,EXCELLENT POLICE DUTY
948580,10/23/2017,EXCELLENT POLICE DUTY
948580,5/7/2017,EXCELLENT POLICE DUTY
943994,2/17/2012,MERITORIOUS POLICE DUTY
943994,5/19/2010,EXCELLENT POLICE DUTY
943994,4/19/2010,EXCELLENT POLICE DUTY
943994,10/13/2009,EXCELLENT POLICE DUTY
952379,12/8/2015,MERITORIOUS POLICE DUTY
952379,11/16/2014,EXCELLENT POLICE DUTY
952379,10/29/2014,EXCELLENT POLICE DUTY
952379,7/4/2014,MERITORIOUS POLICE DUTY
939839,9/1/2009,EXCELLENT POLICE DUTY
955702,11/4/2017,MERITORIOUS POLICE DUTY
955702,10/22/2016,MERITORIOUS POLICE DUTY
955702,5/1/2015,MERITORIOUS POLICE DUTY
963828,12/13/2018,EXCELLENT POLICE DUTY
953614,9/3/2018,EXCELLENT POLICE DUTY
953614,12/23/2017,EXCELLENT POLICE DUTY
953614,1/1/2016,EXCELLENT POLICE DUTY
941303,12/5/2016,EXCELLENT POLICE DUTY
942890,4/16/2008,EXCELLENT POLICE DUTY
942890,2/3/2008,EXCELLENT POLICE DUTY
924857,8/28/2002,EXCELLENT POLICE DUTY
955703,1/2/2017,EXCELLENT POLICE DUTY
942923,5/5/2012,MERITORIOUS POLICE DUTY
942924,2/8/2017,MERITORIOUS POLICE DUTY
942924,2/7/2017,MERITORIOUS POLICE DUTY
942924,2/2/2014,MERITORIOUS POLICE DUTY
942924,1/1/2014,MERITORIOUS POLICE DUTY
942924,6/4/2013,MERITORIOUS POLICE DUTY
942924,5/12/2012,MERITORIOUS POLICE DUTY
942924,3/15/2012,EXCELLENT POLICE DUTY
942924,2/20/2012,EXCELLENT POLICE DUTY
949949,5/23/2012,EXCELLENT POLICE DUTY
936089,3/17/2006,EXCELLENT POLICE DUTY
936089,3/1/2006,COMMENDATION
924858,12/12/2013,EXCELLENT POLICE DUTY
924858,10/4/2013,EXCELLENT POLICE DUTY
924858,9/26/2013,EXCELLENT POLICE DUTY
924858,7/17/2013,EXCELLENT POLICE DUTY
924858,10/27/2003,EXCELLENT POLICE DUTY
924858,8/19/2003,EXCELLENT POLICE DUTY
924858,1/30/2003,MERITORIOUS POLICE DUTY
924858,6/25/2002,EXCELLENT POLICE DUTY
924858,4/2/2002,EXCELLENT POLICE DUTY
960117,9/15/2017,EXCELLENT POLICE DUTY
914653,6/25/2007,EXCELLENT POLICE DUTY
914653,9/16/2005,MERITORIOUS POLICE DUTY
914653,1/3/2000,EXCELLENT POLICE DUTY
914653,11/4/1999,EXCELLENT POLICE DUTY
914653,1/15/1999,EXCELLENT POLICE DUTY
914653,7/20/1998,EXCELLENT POLICE DUTY
914653,5/6/1998,EXCELLENT POLICE DUTY
914653,2/8/1998,EXCELLENT POLICE DUTY
914653,1/9/1998,EXCELLENT POLICE DUTY
914653,12/26/1997,EXCELLENT POLICE DUTY
958211,11/14/2020,EXCELLENT POLICE DUTY
958211,9/6/2020,EXCELLENT POLICE DUTY
958211,3/18/2020,MERITORIOUS POLICE DUTY
958211,2/7/2020,EXCELLENT POLICE DUTY
958211,2/9/2019,EXCELLENT POLICE DUTY
954454,6/18/2014,EXCELLENT POLICE DUTY
960118,12/29/2017,EXCELLENT POLICE DUTY
960118,12/29/2017,EXCELLENT POLICE DUTY
949950,10/23/2015,MERITORIOUS POLICE DUTY
949950,10/21/2015,EXCELLENT POLICE DUTY
949950,8/21/2015,EXCELLENT POLICE DUTY
949950,7/22/2015,EXCELLENT POLICE DUTY
949950,6/1/2015,EXCELLENT POLICE DUTY
949950,12/19/2014,MERITORIOUS POLICE DUTY
949950,10/1/2014,EXCELLENT POLICE DUTY
949950,8/20/2014,EXCELLENT POLICE DUTY
949950,5/23/2012,EXCELLENT POLICE DUTY
945448,11/1/2011,EXCELLENT POLICE DUTY
945448,12/27/2009,EXCELLENT POLICE DUTY
945448,11/19/2009,EXCELLENT POLICE DUTY
945448,8/21/2009,EXCELLENT POLICE DUTY
937932,3/7/2020,EXCELLENT POLICE DUTY
937932,2/20/2014,MERITORIOUS POLICE DUTY
960120,7/4/2019,EXCELLENT POLICE DUTY
960120,11/11/2017,MERITORIOUS POLICE DUTY
960120,8/20/2017,EXCELLENT POLICE DUTY
960120,8/20/2017,EXCELLENT POLICE DUTY
960120,6/29/2017,MERITORIOUS POLICE DUTY
942925,11/12/2015,MERITORIOUS POLICE DUTY
942925,6/17/2015,EXCELLENT POLICE DUTY
942925,8/28/2010,MERITORIOUS POLICE DUTY
965131,10/22/2019,EXCELLENT POLICE DUTY
946717,1/13/2013,EXCELLENT POLICE DUTY
907684,12/23/2006,EXCELLENT POLICE DUTY
907684,11/11/2006,EXCELLENT POLICE DUTY
907684,10/5/2006,EXCELLENT POLICE DUTY
907684,9/4/2006,EXCELLENT POLICE DUTY
907684,9/4/2006,EXCELLENT POLICE DUTY
907684,9/4/2006,EXCELLENT POLICE DUTY
907684,9/3/2006,EXCELLENT POLICE DUTY
907684,7/8/2006,EXCELLENT POLICE DUTY
907684,4/7/2006,EXCELLENT POLICE DUTY
907684,3/18/2006,MERITORIOUS POLICE DUTY
907684,9/14/2005,EXCELLENT POLICE DUTY
907684,9/5/2005,EXCELLENT POLICE DUTY
907684,9/4/2005,MERITORIOUS POLICE DUTY
907684,8/31/2005,EXCELLENT POLICE DUTY
907684,11/6/2004,EXCELLENT POLICE DUTY
907684,10/1/2004,MERITORIOUS POLICE DUTY
907684,9/2/1996,EXCELLENT POLICE DUTY
941306,5/8/2013,EXCELLENT POLICE DUTY
941306,5/6/2013,MERITORIOUS POLICE DUTY
941306,9/25/2012,EXCELLENT POLICE DUTY
941306,6/5/2012,MERITORIOUS POLICE DUTY
941306,3/20/2011,MERITORIOUS POLICE DUTY
941306,3/20/2011,MERITORIOUS POLICE DUTY
879276,5/4/1996,EXCELLENT POLICE DUTY
879276,6/16/1995,EXCELLENT POLICE DUTY
879276,6/9/1995,EXCELLENT POLICE DUTY
879276,1/20/1995,EXCELLENT POLICE DUTY
879276,12/17/1994,EXCELLENT POLICE DUTY
879276,9/27/1994,EXCELLENT POLICE DUTY
879276,11/27/1993,EXCELLENT POLICE DUTY
879276,11/11/1993,EXCELLENT POLICE DUTY
879276,10/17/1993,MERITORIOUS POLICE DUTY
879276,9/1/1993,MERITORIOUS POLICE DUTY
879276,10/20/1992,EXCELLENT POLICE DUTY
941307,7/20/2015,EXCELLENT POLICE DUTY
941307,8/30/2014,EXCELLENT POLICE DUTY
941307,5/8/2010,EXCELLENT POLICE DUTY
921890,11/23/2010,MERITORIOUS POLICE DUTY
921890,3/15/2008,HONORABLE MENTION
921890,8/31/2006,MERITORIOUS POLICE DUTY
921890,8/11/2006,EXCELLENT POLICE DUTY
921890,8/9/2006,MERITORIOUS POLICE DUTY
921890,8/1/2006,MERITORIOUS POLICE DUTY
921890,4/19/2006,EXCELLENT POLICE DUTY
921890,3/26/2006,MERITORIOUS POLICE DUTY
921890,7/13/2005,MERITORIOUS POLICE DUTY
921890,5/16/2004,MERITORIOUS POLICE DUTY
921890,9/30/2003,EXCELLENT POLICE DUTY
921890,6/25/2003,MERITORIOUS POLICE DUTY
921890,4/2/2003,MERITORIOUS POLICE DUTY
921890,2/20/2003,EXCELLENT POLICE DUTY
921890,2/18/2003,EXCELLENT POLICE DUTY
921890,7/29/2002,EXCELLENT POLICE DUTY
921890,7/10/2002,EXCELLENT POLICE DUTY
921890,6/11/2002,EXCELLENT POLICE DUTY
921890,5/15/2002,EXCELLENT POLICE DUTY
921890,4/1/2002,EXCELLENT POLICE DUTY
921890,3/6/2002,EXCELLENT POLICE DUTY
921890,2/18/2002,EXCELLENT POLICE DUTY
921890,12/18/2001,EXCELLENT POLICE DUTY
921890,8/28/2001,EXCELLENT POLICE DUTY
921890,8/18/2001,MERITORIOUS POLICE DUTY
921890,8/15/2001,MERITORIOUS POLICE DUTY
921890,7/19/2001,EXCELLENT POLICE DUTY
921890,3/8/2001,EXCELLENT POLICE DUTY
921890,2/13/2001,EXCELLENT POLICE DUTY
921890,10/17/2000,MERITORIOUS POLICE DUTY
921101,6/26/2007,HONORABLE MENTION
921101,6/26/2007,PURPLE SHIELD MEDAL
921101,7/6/2004,EXCELLENT POLICE DUTY
921101,5/13/2004,MERITORIOUS POLICE DUTY
921101,4/14/2004,EXCELLENT POLICE DUTY
921101,2/16/2004,EXCELLENT POLICE DUTY
921101,5/23/2003,EXCELLENT POLICE DUTY
921101,11/18/2002,EXCELLENT POLICE DUTY
921101,10/11/2002,EXCELLENT POLICE DUTY
921101,8/30/2002,EXCELLENT POLICE DUTY
921101,6/25/2002,MERITORIOUS POLICE DUTY
921101,5/21/2002,EXCELLENT POLICE DUTY
921101,4/24/2002,EXCELLENT POLICE DUTY
921101,11/6/2000,EXCELLENT POLICE DUTY
921101,8/12/2000,EXCELLENT POLICE DUTY
921101,1/10/2000,EXCELLENT POLICE DUTY
921101,12/2/1999,EXCELLENT POLICE DUTY
921101,9/1/1999,EXCELLENT POLICE DUTY
921101,6/11/1999,EXCELLENT POLICE DUTY
921101,3/13/1999,EXCELLENT POLICE DUTY
949953,4/29/2012,EXCELLENT POLICE DUTY
937934,6/27/2009,EXCELLENT POLICE DUTY
937934,8/28/2007,MERITORIOUS POLICE DUTY
937934,2/6/2007,EXCELLENT POLICE DUTY
937934,11/9/2006,EXCELLENT POLICE DUTY
941494,9/16/2008,MERITORIOUS POLICE DUTY
938882,12/24/2010,EXCELLENT POLICE DUTY
959483,9/21/2018,MERITORIOUS POLICE DUTY
941310,8/12/2016,EXCELLENT POLICE DUTY
941310,8/9/2016,MERITORIOUS POLICE DUTY
941310,9/16/2015,EXCELLENT POLICE DUTY
941310,4/8/2013,EXCELLENT POLICE DUTY
941310,8/6/2012,EXCELLENT POLICE DUTY
941310,10/1/2010,EXCELLENT POLICE DUTY
941310,5/30/2010,EXCELLENT POLICE DUTY
941310,12/5/2009,EXCELLENT POLICE DUTY
941310,10/1/2009,EXCELLENT POLICE DUTY
941310,9/9/2009,EXCELLENT POLICE DUTY
941310,7/3/2009,EXCELLENT POLICE DUTY
941310,6/7/2009,EXCELLENT POLICE DUTY
941310,1/27/2009,EXCELLENT POLICE DUTY
941310,1/3/2009,EXCELLENT POLICE DUTY
941310,11/4/2008,EXCELLENT POLICE DUTY
941310,9/5/2008,EXCELLENT POLICE DUTY
941310,9/3/2008,EXCELLENT POLICE DUTY
941310,8/13/2008,EXCELLENT POLICE DUTY
941310,5/30/2008,EXCELLENT POLICE DUTY
941310,5/21/2008,EXCELLENT POLICE DUTY
941310,7/20/2007,EXCELLENT POLICE DUTY
947702,9/8/2014,EXCELLENT POLICE DUTY
947702,7/16/2013,EXCELLENT POLICE DUTY
947702,4/14/2010,EXCELLENT POLICE DUTY
945450,2/13/2012,EXCELLENT POLICE DUTY
945450,5/24/2010,EXCELLENT POLICE DUTY
927777,7/7/2006,EXCELLENT POLICE DUTY
963830,11/18/2018,EXCELLENT POLICE DUTY
954457,9/27/2018,MERITORIOUS POLICE DUTY
954457,2/21/2018,MERITORIOUS POLICE DUTY
954457,1/16/2015,EXCELLENT POLICE DUTY
948584,4/17/2019,EXCELLENT POLICE DUTY
948584,3/12/2019,EXCELLENT POLICE DUTY
956364,2/1/2018,EXCELLENT POLICE DUTY
956364,12/19/2017,EXCELLENT POLICE DUTY
956364,10/16/2017,EXCELLENT POLICE DUTY
956364,6/18/2017,EXCELLENT POLICE DUTY
956364,4/12/2017,EXCELLENT POLICE DUTY
945451,8/20/2011,EXCELLENT POLICE DUTY
924860,10/3/2006,EXCELLENT POLICE DUTY
924860,8/23/2006,MERITORIOUS POLICE DUTY
924860,3/19/2006,EXCELLENT POLICE DUTY
924860,12/24/2003,EXCELLENT POLICE DUTY
924860,8/24/2002,EXCELLENT POLICE DUTY
927825,8/18/2004,MERITORIOUS POLICE DUTY
927825,7/12/2003,EXCELLENT POLICE DUTY
919971,10/6/2005,EXCELLENT POLICE DUTY
968210,8/11/2020,EXCELLENT POLICE DUTY
936093,5/9/2011,EXCELLENT POLICE DUTY
934363,3/29/2019,MERITORIOUS POLICE DUTY
934363,11/26/2018,MERITORIOUS POLICE DUTY
934363,11/28/2017,EXCELLENT POLICE DUTY
934363,10/24/2017,MERITORIOUS POLICE DUTY
934363,5/17/2017,EXCELLENT POLICE DUTY
934363,2/27/2017,EXCELLENT POLICE DUTY
950400,5/17/2017,EXCELLENT POLICE DUTY
923481,10/17/2003,EXCELLENT POLICE DUTY
923481,1/31/2003,EXCELLENT POLICE DUTY
923481,1/29/2003,MERITORIOUS POLICE DUTY
923481,12/14/2002,EXCELLENT POLICE DUTY
923481,8/19/2002,EXCELLENT POLICE DUTY
923481,7/1/2002,MERITORIOUS POLICE DUTY
923481,2/9/2002,EXCELLENT POLICE DUTY
923481,1/4/2002,EXCELLENT POLICE DUTY
923481,1/1/2002,MERITORIOUS POLICE DUTY
923481,9/28/2001,MERITORIOUS POLICE DUTY
923481,5/29/2001,EXCELLENT POLICE DUTY
923481,1/1/2001,COMMENDATION - COMMUNITY SERVICE
936095,6/13/2020,COMMENDATION
936095,12/13/2019,EXCELLENT POLICE DUTY
936095,11/15/2019,EXCELLENT POLICE DUTY
936095,8/29/2019,EXCELLENT POLICE DUTY
936095,6/25/2019,EXCELLENT POLICE DUTY
936095,5/4/2019,MERITORIOUS POLICE DUTY
936095,10/28/2018,EXCELLENT POLICE DUTY
936095,6/3/2018,EXCELLENT POLICE DUTY
936095,5/3/2013,EXCELLENT POLICE DUTY
936095,3/6/2013,EXCELLENT POLICE DUTY
936095,1/11/2013,EXCELLENT POLICE DUTY
936095,9/22/2012,EXCELLENT POLICE DUTY
936095,7/12/2012,EXCELLENT POLICE DUTY
936095,8/22/2011,EXCELLENT POLICE DUTY
936095,3/21/2011,EXCELLENT POLICE DUTY
936095,11/1/2010,EXCELLENT POLICE DUTY
936095,7/29/2010,EXCELLENT POLICE DUTY
936095,1/9/2009,EXCELLENT POLICE DUTY
936095,11/28/2008,EXCELLENT POLICE DUTY
936095,11/14/2008,EXCELLENT POLICE DUTY
936095,8/10/2008,MERITORIOUS POLICE DUTY
936095,5/25/2008,EXCELLENT POLICE DUTY
936095,7/7/2007,EXCELLENT POLICE DUTY
936095,5/25/2007,EXCELLENT POLICE DUTY
936095,4/25/2007,EXCELLENT POLICE DUTY
936095,1/12/2007,EXCELLENT POLICE DUTY
936095,6/2/2006,EXCELLENT POLICE DUTY
949957,1/19/2018,MERITORIOUS POLICE DUTY
949957,1/4/2018,EXCELLENT POLICE DUTY
949957,4/2/2016,MERITORIOUS POLICE DUTY
949957,10/25/2015,EXCELLENT POLICE DUTY
949957,4/30/2015,MERITORIOUS POLICE DUTY
949957,3/31/2015,EXCELLENT POLICE DUTY
949957,3/7/2015,EXCELLENT POLICE DUTY
949957,12/21/2014,EXCELLENT POLICE DUTY
949957,11/7/2014,EXCELLENT POLICE DUTY
949957,5/25/2014,MERITORIOUS POLICE DUTY
949957,5/11/2013,EXCELLENT POLICE DUTY
949957,4/7/2013,EXCELLENT POLICE DUTY
949957,2/13/2013,EXCELLENT POLICE DUTY
949957,2/13/2013,EXCELLENT POLICE DUTY
949957,11/1/2012,EXCELLENT POLICE DUTY
949957,7/8/2012,EXCELLENT POLICE DUTY
927826,12/10/2015,EXCELLENT POLICE DUTY
927826,9/22/2010,EXCELLENT POLICE DUTY
927826,12/15/2008,EXCELLENT POLICE DUTY
944303,11/22/2013,MERITORIOUS POLICE DUTY
948585,8/2/2017,EXCELLENT POLICE DUTY
948585,9/20/2015,EXCELLENT POLICE DUTY
948585,3/3/2014,EXCELLENT POLICE DUTY
948585,3/3/2014,EXCELLENT POLICE DUTY
948585,12/5/2013,MERITORIOUS POLICE DUTY
948585,11/25/2012,EXCELLENT POLICE DUTY
948585,7/26/2011,EXCELLENT POLICE DUTY
963834,1/31/2020,EXCELLENT POLICE DUTY
963834,12/17/2019,MERITORIOUS POLICE DUTY
963834,8/13/2018,EXCELLENT POLICE DUTY
963834,1/11/2018,MERITORIOUS POLICE DUTY
941549,4/12/2012,HONORABLE MENTION
934364,10/6/2019,MERITORIOUS POLICE DUTY
937936,9/14/2012,EXCELLENT POLICE DUTY
937936,9/14/2012,EXCELLENT POLICE DUTY
934975,6/18/2006,EXCELLENT POLICE DUTY
948586,8/21/2015,MERITORIOUS POLICE DUTY
948586,7/21/2015,MERITORIOUS POLICE DUTY
948586,6/26/2015,MERITORIOUS POLICE DUTY
948586,6/2/2015,MERITORIOUS POLICE DUTY
948586,10/31/2014,MERITORIOUS POLICE DUTY
948586,8/7/2014,MERITORIOUS POLICE DUTY
948586,5/24/2014,MERITORIOUS POLICE DUTY
948586,11/19/2013,EXCELLENT POLICE DUTY
948586,5/16/2012,EXCELLENT POLICE DUTY
948586,1/27/2012,MERITORIOUS POLICE DUTY
948586,11/10/2011,EXCELLENT POLICE DUTY
945454,6/9/2016,EXCELLENT POLICE DUTY
945454,9/12/2009,EXCELLENT POLICE DUTY
945454,2/12/2009,EXCELLENT POLICE DUTY
951477,5/25/2016,EXCELLENT POLICE DUTY
951477,2/11/2016,EXCELLENT POLICE DUTY
951477,7/21/2015,EXCELLENT POLICE DUTY
951477,6/4/2015,EXCELLENT POLICE DUTY
951477,10/4/2014,EXCELLENT POLICE DUTY
942926,10/9/2010,EXCELLENT POLICE DUTY
942926,9/4/2010,EXCELLENT POLICE DUTY
942926,8/21/2010,MERITORIOUS POLICE DUTY
942926,8/15/2010,EXCELLENT POLICE DUTY
942926,8/12/2010,EXCELLENT POLICE DUTY
942926,6/27/2010,EXCELLENT POLICE DUTY
942926,6/20/2010,EXCELLENT POLICE DUTY
942926,1/16/2009,MERITORIOUS POLICE DUTY
937937,6/22/2016,EXCELLENT POLICE DUTY
937937,5/25/2016,EXCELLENT POLICE DUTY
937937,5/21/2016,EXCELLENT POLICE DUTY
937937,10/17/2015,EXCELLENT POLICE DUTY
937937,6/28/2015,MERITORIOUS POLICE DUTY
937937,4/1/2012,EXCELLENT POLICE DUTY
937937,11/3/2009,MERITORIOUS POLICE DUTY-INTEGRITY
937937,10/22/2009,MERITORIOUS POLICE DUTY
937937,9/22/2009,MERITORIOUS POLICE DUTY
937937,5/30/2009,COMMENDATION
937937,2/19/2008,MERITORIOUS POLICE DUTY
937937,4/17/2007,EXCELLENT POLICE DUTY
937937,4/11/2007,MERITORIOUS POLICE DUTY
937937,3/4/2007,MERITORIOUS POLICE DUTY
937937,1/16/2007,EXCELLENT POLICE DUTY
937937,12/5/2006,MERITORIOUS POLICE DUTY
962197,5/2/2020,MERITORIOUS POLICE DUTY
962197,3/29/2020,MERITORIOUS POLICE DUTY
962197,12/21/2019,MERITORIOUS POLICE DUTY
962197,11/1/2019,EXCELLENT POLICE DUTY
964860,7/7/2019,EXCELLENT POLICE DUTY
960124,3/19/2017,EXCELLENT POLICE DUTY
951479,7/30/2014,EXCELLENT POLICE DUTY
949959,12/19/2019,MERITORIOUS POLICE DUTY
949959,10/11/2019,EXCELLENT POLICE DUTY
949959,10/11/2019,EXCELLENT POLICE DUTY
949959,10/2/2019,MERITORIOUS POLICE DUTY
949959,7/12/2019,MERITORIOUS POLICE DUTY
949959,6/19/2019,MERITORIOUS POLICE DUTY
949959,4/5/2019,MERITORIOUS POLICE DUTY
949959,2/22/2019,MERITORIOUS POLICE DUTY
949959,2/22/2019,MERITORIOUS POLICE DUTY
949959,8/17/2018,MERITORIOUS POLICE DUTY
949959,3/15/2018,MERITORIOUS POLICE DUTY
949959,1/10/2018,MERITORIOUS POLICE DUTY
949959,9/8/2017,MERITORIOUS POLICE DUTY
949959,5/6/2017,MERITORIOUS POLICE DUTY
949959,9/22/2015,MERITORIOUS POLICE DUTY
949959,2/4/2015,EXCELLENT POLICE DUTY
949959,12/5/2014,EXCELLENT POLICE DUTY
949959,1/27/2014,EXCELLENT POLICE DUTY
949959,7/16/2013,EXCELLENT POLICE DUTY
959436,8/27/2018,EXCELLENT POLICE DUTY
948587,2/27/2016,EXCELLENT POLICE DUTY
948587,8/8/2013,EXCELLENT POLICE DUTY
937938,8/24/2013,MERITORIOUS POLICE DUTY
937938,3/23/2013,EXCELLENT POLICE DUTY
937938,1/20/2013,EXCELLENT POLICE DUTY
937938,10/26/2012,EXCELLENT POLICE DUTY
937938,1/1/2012,EXCELLENT POLICE DUTY
937938,12/10/2011,EXCELLENT POLICE DUTY
937938,10/21/2011,EXCELLENT POLICE DUTY
937938,10/28/2010,COMMENDATION
937938,6/27/2010,EXCELLENT POLICE DUTY
937938,5/1/2010,EXCELLENT POLICE DUTY
937938,10/17/2009,EXCELLENT POLICE DUTY
937938,9/20/2009,EXCELLENT POLICE DUTY
937938,8/8/2009,EXCELLENT POLICE DUTY
937938,7/19/2009,EXCELLENT POLICE DUTY
937938,7/15/2009,EXCELLENT POLICE DUTY
937938,7/5/2009,MERITORIOUS POLICE DUTY
937938,11/19/2008,EXCELLENT POLICE DUTY
937938,10/28/2008,EXCELLENT POLICE DUTY
937938,10/24/2008,EXCELLENT POLICE DUTY
937938,10/19/2008,EXCELLENT POLICE DUTY
937938,9/21/2008,EXCELLENT POLICE DUTY
937938,7/30/2008,MERITORIOUS POLICE DUTY
937938,9/9/2007,COMMENDATION
937938,10/19/2006,EXCELLENT POLICE DUTY
966417,5/15/2019,EXCELLENT POLICE DUTY
945455,3/10/2014,MERITORIOUS POLICE DUTY
907685,5/6/2009,EXCELLENT POLICE DUTY
907685,9/19/2007,EXCELLENT POLICE DUTY
907685,8/27/2007,EXCELLENT POLICE DUTY
946719,10/19/2016,EXCELLENT POLICE DUTY
946719,9/29/2016,EXCELLENT POLICE DUTY
946719,9/7/2016,EXCELLENT POLICE DUTY
946719,7/15/2016,EXCELLENT POLICE DUTY
946719,5/13/2016,EXCELLENT POLICE DUTY
946719,8/8/2015,EXCELLENT POLICE DUTY
946719,5/10/2015,EXCELLENT POLICE DUTY
946719,6/26/2011,EXCELLENT POLICE DUTY
896914,9/8/1994,EXCELLENT POLICE DUTY
896914,2/5/1994,EXCELLENT POLICE DUTY
896914,12/7/1993,EXCELLENT POLICE DUTY
896914,10/30/1993,EXCELLENT POLICE DUTY
896914,7/25/1993,EXCELLENT POLICE DUTY
896914,6/15/1993,EXCELLENT POLICE DUTY
896914,2/14/1993,EXCELLENT POLICE DUTY
896914,1/12/1993,EXCELLENT POLICE DUTY
896914,12/25/1992,EXCELLENT POLICE DUTY
896914,12/20/1992,EXCELLENT POLICE DUTY
896914,12/12/1992,EXCELLENT POLICE DUTY
896914,5/19/1992,EXCELLENT POLICE DUTY
896914,5/14/1991,COMMENDATION
924863,1/1/2002,COMMENDATION - COMMUNITY SERVICE
944260,5/31/2016,EXCELLENT POLICE DUTY
944260,9/20/2013,EXCELLENT POLICE DUTY
944260,1/27/2013,EXCELLENT POLICE DUTY
944260,4/5/2012,MERITORIOUS POLICE DUTY
944260,10/4/2009,HONORABLE MENTION
944260,10/4/2009,MEDAL FOR VALOR
963355,5/5/2020,MERITORIOUS POLICE DUTY
963355,11/29/2017,MERITORIOUS POLICE DUTY
939841,3/5/2012,MERITORIOUS POLICE DUTY
949964,8/14/2019,MERITORIOUS POLICE DUTY
949964,1/14/2019,EXCELLENT POLICE DUTY
949964,7/3/2018,EXCELLENT POLICE DUTY
949964,6/4/2014,EXCELLENT POLICE DUTY
934367,11/7/2012,EXCELLENT POLICE DUTY
934367,8/17/2012,EXCELLENT POLICE DUTY
934367,8/3/2012,EXCELLENT POLICE DUTY
934367,9/15/2011,EXCELLENT POLICE DUTY
934367,8/10/2011,MERITORIOUS POLICE DUTY
934367,8/10/2011,MERITORIOUS POLICE DUTY
934367,2/18/2011,EXCELLENT POLICE DUTY
934367,2/26/2010,EXCELLENT POLICE DUTY
934367,8/8/2009,MERITORIOUS POLICE DUTY
934367,7/29/2009,EXCELLENT POLICE DUTY
934367,4/18/2009,COMMENDATION
934367,3/19/2009,EXCELLENT POLICE DUTY
934367,2/27/2009,MERITORIOUS POLICE DUTY
934367,11/30/2008,EXCELLENT POLICE DUTY
934367,9/20/2008,EXCELLENT POLICE DUTY
934367,4/9/2008,EXCELLENT POLICE DUTY
934367,11/14/2007,EXCELLENT POLICE DUTY
