taxid,date,name
940800,1/11/2017,MERITORIOUS POLICE DUTY
940800,4/12/2016,EXCELLENT POLICE DUTY
940800,3/19/2016,EXCELLENT POLICE DUTY
940800,10/2/2008,EXCELLENT POLICE DUTY
935840,1/1/2014,EXCELLENT POLICE DUTY
935840,4/7/2013,EXCELLENT POLICE DUTY
935840,1/13/2013,EXCELLENT POLICE DUTY
935840,9/22/2012,EXCELLENT POLICE DUTY
935840,8/11/2012,EXCELLENT POLICE DUTY
935840,1/1/2012,EXCELLENT POLICE DUTY
935840,10/30/2011,EXCELLENT POLICE DUTY
935840,6/25/2011,EXCELLENT POLICE DUTY
935840,1/1/2011,EXCELLENT POLICE DUTY
935840,5/30/2010,EXCELLENT POLICE DUTY
935840,4/14/2010,EXCELLENT POLICE DUTY
935840,10/24/2009,EXCELLENT POLICE DUTY
935840,10/3/2009,EXCELLENT POLICE DUTY
935840,9/19/2009,EXCELLENT POLICE DUTY
935840,9/5/2009,EXCELLENT POLICE DUTY
935840,8/16/2009,EXCELLENT POLICE DUTY
935840,7/25/2009,EXCELLENT POLICE DUTY
935840,6/6/2009,EXCELLENT POLICE DUTY
935840,5/16/2009,EXCELLENT POLICE DUTY
935840,5/2/2009,EXCELLENT POLICE DUTY
935840,10/5/2008,EXCELLENT POLICE DUTY
935840,7/6/2008,EXCELLENT POLICE DUTY
935840,5/4/2008,EXCELLENT POLICE DUTY
935840,3/29/2008,EXCELLENT POLICE DUTY
935840,3/6/2008,EXCELLENT POLICE DUTY
935840,1/13/2008,EXCELLENT POLICE DUTY
921810,3/25/2013,EXCELLENT POLICE DUTY
921810,1/29/2012,EXCELLENT POLICE DUTY
921810,1/29/2012,EXCELLENT POLICE DUTY
921810,8/30/2008,EXCELLENT POLICE DUTY
921810,6/12/2008,EXCELLENT POLICE DUTY
946322,7/18/2008,EXCELLENT POLICE DUTY
902978,7/23/2005,COMMENDATION
902978,2/19/2002,MERITORIOUS POLICE DUTY
902978,10/2/2001,EXCELLENT POLICE DUTY
902978,7/31/2001,EXCELLENT POLICE DUTY
902978,7/23/2001,EXCELLENT POLICE DUTY
902978,6/29/2001,EXCELLENT POLICE DUTY
902978,1/1/2001,COMMENDATION
902978,12/20/2000,EXCELLENT POLICE DUTY
902978,10/24/2000,MERITORIOUS POLICE DUTY
902978,10/21/2000,EXCELLENT POLICE DUTY
902978,9/14/2000,EXCELLENT POLICE DUTY
902978,6/27/2000,EXCELLENT POLICE DUTY
902978,5/17/2000,EXCELLENT POLICE DUTY
902978,5/6/2000,MERITORIOUS POLICE DUTY
902978,3/30/2000,EXCELLENT POLICE DUTY
902978,2/14/2000,MERITORIOUS POLICE DUTY
902978,2/11/2000,MERITORIOUS POLICE DUTY
902978,1/27/2000,EXCELLENT POLICE DUTY
902978,1/25/2000,COMMENDATION
902978,1/21/2000,EXCELLENT POLICE DUTY
902978,11/2/1998,EXCELLENT POLICE DUTY
902978,8/16/1998,MERITORIOUS POLICE DUTY
902978,4/12/1998,EXCELLENT POLICE DUTY
902978,12/12/1997,EXCELLENT POLICE DUTY
902978,5/5/1997,MERITORIOUS POLICE DUTY
902978,8/12/1996,EXCELLENT POLICE DUTY
902978,5/5/1996,EXCELLENT POLICE DUTY
902978,1/3/1996,COMMENDATION
902978,10/25/1995,MERITORIOUS POLICE DUTY
902978,8/17/1995,EXCELLENT POLICE DUTY
902978,8/17/1995,MERITORIOUS POLICE DUTY
902978,1/26/1994,EXCELLENT POLICE DUTY
902978,1/11/1994,EXCELLENT POLICE DUTY
932222,12/25/2017,EXCELLENT POLICE DUTY
932222,12/29/2012,EXCELLENT POLICE DUTY
959296,11/20/2018,EXCELLENT POLICE DUTY
959296,8/10/2017,EXCELLENT POLICE DUTY
959296,3/11/2016,EXCELLENT POLICE DUTY
939574,4/14/2007,MERITORIOUS POLICE DUTY
955575,2/4/2019,EXCELLENT POLICE DUTY
955575,8/28/2016,EXCELLENT POLICE DUTY
955575,1/19/2014,EXCELLENT POLICE DUTY
954369,11/3/2015,EXCELLENT POLICE DUTY
954370,8/7/2018,EXCELLENT POLICE DUTY
954370,12/10/2017,EXCELLENT POLICE DUTY
954370,5/24/2017,MERITORIOUS POLICE DUTY
949725,6/2/2013,EXCELLENT POLICE DUTY
918403,5/4/2003,MERITORIOUS POLICE DUTY
918403,2/26/1999,COMMENDATION
918403,5/6/1998,EXCELLENT POLICE DUTY
937624,10/25/2013,EXCELLENT POLICE DUTY
937624,2/19/2012,EXCELLENT POLICE DUTY
937624,2/19/2012,EXCELLENT POLICE DUTY
931321,4/28/2005,MERITORIOUS POLICE DUTY
931321,1/3/2004,EXCELLENT POLICE DUTY
948542,8/29/2011,MERITORIOUS POLICE DUTY
955576,1/25/2019,EXCELLENT POLICE DUTY
955576,1/19/2019,EXCELLENT POLICE DUTY
955576,10/21/2017,MERITORIOUS POLICE DUTY
955576,4/12/2014,EXCELLENT POLICE DUTY
949728,11/5/2011,EXCELLENT POLICE DUTY
918602,10/1/1998,EXCELLENT POLICE DUTY
935841,8/3/2014,EXCELLENT POLICE DUTY
935841,6/12/2014,EXCELLENT POLICE DUTY
935841,7/24/2010,EXCELLENT POLICE DUTY
935841,4/9/2010,MERITORIOUS POLICE DUTY
935841,4/26/2008,MERITORIOUS POLICE DUTY
935841,4/5/2008,MERITORIOUS POLICE DUTY
935841,1/4/2007,EXCELLENT POLICE DUTY
935841,12/29/2006,EXCELLENT POLICE DUTY
935841,7/1/2005,EXCELLENT POLICE DUTY
937625,12/25/2007,EXCELLENT POLICE DUTY
940802,10/9/2014,EXCELLENT POLICE DUTY
889363,10/21/1992,EXCELLENT POLICE DUTY
889363,8/14/1992,MERITORIOUS POLICE DUTY
889363,1/18/1992,MERITORIOUS POLICE DUTY
889363,9/29/1991,EXCELLENT POLICE DUTY
889363,9/15/1991,EXCELLENT POLICE DUTY
889363,6/14/1991,EXCELLENT POLICE DUTY
889363,6/1/1991,EXCELLENT POLICE DUTY
889363,5/21/1991,EXCELLENT POLICE DUTY
889363,5/16/1989,EXCELLENT POLICE DUTY
889363,7/5/1987,EXCELLENT POLICE DUTY
942609,11/17/2020,EXCELLENT POLICE DUTY
942609,11/13/2020,EXCELLENT POLICE DUTY
942609,11/12/2020,EXCELLENT POLICE DUTY
942609,10/22/2020,MERITORIOUS POLICE DUTY
942609,10/2/2020,EXCELLENT POLICE DUTY
942609,9/26/2020,EXCELLENT POLICE DUTY
942609,9/23/2020,EXCELLENT POLICE DUTY
942609,9/9/2020,EXCELLENT POLICE DUTY
942609,9/9/2020,EXCELLENT POLICE DUTY
942609,12/31/2018,MERITORIOUS POLICE DUTY
942609,9/4/2018,EXCELLENT POLICE DUTY
942609,3/27/2018,MERITORIOUS POLICE DUTY
942609,12/1/2017,EXCELLENT POLICE DUTY
942609,1/14/2012,EXCELLENT POLICE DUTY
942609,11/9/2011,EXCELLENT POLICE DUTY
942609,11/4/2011,EXCELLENT POLICE DUTY
942609,5/8/2010,EXCELLENT POLICE DUTY
942609,3/16/2010,MERITORIOUS POLICE DUTY
942609,11/14/2009,EXCELLENT POLICE DUTY
942609,9/3/2009,EXCELLENT POLICE DUTY
942609,3/11/2009,EXCELLENT POLICE DUTY
942609,2/21/2009,EXCELLENT POLICE DUTY
942609,2/19/2009,EXCELLENT POLICE DUTY
942609,11/17/2008,EXCELLENT POLICE DUTY
940803,5/24/2017,MERITORIOUS POLICE DUTY
940803,9/24/2014,EXCELLENT POLICE DUTY
940803,7/3/2011,EXCELLENT POLICE DUTY
940803,11/11/2010,EXCELLENT POLICE DUTY
940803,6/13/2010,MERITORIOUS POLICE DUTY
940803,2/13/2010,EXCELLENT POLICE DUTY
940803,3/15/2009,EXCELLENT POLICE DUTY
940803,11/21/2008,EXCELLENT POLICE DUTY
949729,9/19/2014,MERITORIOUS POLICE DUTY
942610,5/17/2016,EXCELLENT POLICE DUTY
942610,3/31/2016,EXCELLENT POLICE DUTY
942610,10/4/2015,MERITORIOUS POLICE DUTY
942610,8/28/2015,EXCELLENT POLICE DUTY
942610,7/15/2015,MERITORIOUS POLICE DUTY
942610,1/23/2015,EXCELLENT POLICE DUTY
942610,10/9/2014,EXCELLENT POLICE DUTY
942610,3/8/2014,MERITORIOUS POLICE DUTY
942610,11/15/2013,EXCELLENT POLICE DUTY
942610,11/1/2013,EXCELLENT POLICE DUTY
942610,9/23/2013,MERITORIOUS POLICE DUTY
942610,9/17/2013,EXCELLENT POLICE DUTY
942610,8/2/2013,EXCELLENT POLICE DUTY
942610,7/17/2013,EXCELLENT POLICE DUTY
942610,2/7/2013,EXCELLENT POLICE DUTY
942610,11/8/2012,EXCELLENT POLICE DUTY
942610,9/15/2012,EXCELLENT POLICE DUTY
942610,1/7/2012,EXCELLENT POLICE DUTY
942610,10/26/2011,EXCELLENT POLICE DUTY
942610,8/20/2011,EXCELLENT POLICE DUTY
942610,8/4/2011,EXCELLENT POLICE DUTY
942610,7/31/2011,EXCELLENT POLICE DUTY
942610,4/19/2011,EXCELLENT POLICE DUTY
942610,9/26/2010,EXCELLENT POLICE DUTY
942610,9/23/2009,MERITORIOUS POLICE DUTY
942610,1/10/2008,EXCELLENT POLICE DUTY
928932,12/8/2002,EXCELLENT POLICE DUTY
928932,5/27/2002,EXCELLENT POLICE DUTY
918404,10/31/2000,EXCELLENT POLICE DUTY
955577,4/24/2016,MERITORIOUS POLICE DUTY
955577,11/2/2015,EXCELLENT POLICE DUTY
955577,6/9/2015,EXCELLENT POLICE DUTY
927591,4/26/2018,MERITORIOUS POLICE DUTY
927591,5/2/2004,EXCELLENT POLICE DUTY
927591,11/6/2003,EXCELLENT POLICE DUTY
927591,9/8/2003,EXCELLENT POLICE DUTY
946324,5/5/2017,EXCELLENT POLICE DUTY
946324,1/16/2009,EXCELLENT POLICE DUTY
927592,6/12/2005,EXCELLENT POLICE DUTY
927592,6/12/2005,EXCELLENT POLICE DUTY
945328,9/18/2018,EXCELLENT POLICE DUTY
923251,7/25/2000,EXCELLENT POLICE DUTY
923251,6/7/2000,EXCELLENT POLICE DUTY
923251,4/14/2000,EXCELLENT POLICE DUTY
923251,11/19/1999,EXCELLENT POLICE DUTY
960027,2/15/2018,MERITORIOUS POLICE DUTY
942611,5/30/2020,EXCELLENT POLICE DUTY
942611,8/25/2017,EXCELLENT POLICE DUTY
942611,10/6/2016,MERITORIOUS POLICE DUTY
942611,7/7/2016,EXCELLENT POLICE DUTY
942611,3/15/2016,EXCELLENT POLICE DUTY
939579,8/18/2008,EXCELLENT POLICE DUTY
939579,6/25/2008,EXCELLENT POLICE DUTY
939579,5/7/2008,EXCELLENT POLICE DUTY
939579,2/26/2008,EXCELLENT POLICE DUTY
939579,5/6/2007,EXCELLENT POLICE DUTY
939579,5/1/2007,MERITORIOUS POLICE DUTY
939579,3/22/2007,EXCELLENT POLICE DUTY
939579,12/12/2006,EXCELLENT POLICE DUTY
939579,9/26/2006,EXCELLENT POLICE DUTY
935843,4/4/2007,MERITORIOUS POLICE DUTY
935843,1/17/2005,EXCELLENT POLICE DUTY
902473,8/14/2016,EXCELLENT POLICE DUTY
902473,6/8/2016,EXCELLENT POLICE DUTY
902473,5/30/2012,MERITORIOUS POLICE DUTY
902473,2/14/2012,EXCEPTIONAL MERIT
902473,9/24/1999,MERITORIOUS POLICE DUTY
902473,6/29/1999,EXCELLENT POLICE DUTY
902473,5/2/1999,MERITORIOUS POLICE DUTY
902473,4/15/1999,EXCELLENT POLICE DUTY
902473,10/16/1998,EXCELLENT POLICE DUTY
902473,4/18/1998,EXCELLENT POLICE DUTY
902473,9/15/1997,EXCELLENT POLICE DUTY
902473,5/11/1995,EXCELLENT POLICE DUTY
902473,1/4/1995,EXCELLENT POLICE DUTY
902473,12/28/1994,EXCELLENT POLICE DUTY
902473,10/13/1994,EXCELLENT POLICE DUTY
902473,1/31/1994,COMMENDATION
902473,8/30/1993,EXCELLENT POLICE DUTY
920900,9/5/2000,EXCELLENT POLICE DUTY
958120,11/8/2019,MERITORIOUS POLICE DUTY
958120,8/13/2019,MERITORIOUS POLICE DUTY
958120,7/24/2019,MERITORIOUS POLICE DUTY
958120,12/27/2018,EXCELLENT POLICE DUTY
958120,12/13/2018,EXCELLENT POLICE DUTY
958120,12/13/2018,EXCELLENT POLICE DUTY
958120,11/11/2018,EXCELLENT POLICE DUTY
958120,11/3/2018,EXCELLENT POLICE DUTY
958120,7/18/2018,EXCELLENT POLICE DUTY
958120,4/12/2018,EXCELLENT POLICE DUTY
958120,12/23/2017,EXCELLENT POLICE DUTY
958120,9/8/2017,EXCELLENT POLICE DUTY
958120,4/9/2017,EXCELLENT POLICE DUTY
958120,7/27/2016,EXCELLENT POLICE DUTY
958120,6/15/2016,EXCELLENT POLICE DUTY
939580,5/26/2009,EXCELLENT POLICE DUTY
939580,1/16/2007,EXCELLENT POLICE DUTY
923252,3/1/2000,EXCELLENT POLICE DUTY
923252,2/13/2000,EXCELLENT POLICE DUTY
957216,2/18/2020,EXCELLENT POLICE DUTY
957216,4/24/2019,EXCELLENT POLICE DUTY
957216,11/29/2017,EXCELLENT POLICE DUTY
957216,10/26/2016,EXCELLENT POLICE DUTY
957217,9/14/2017,EXCELLENT POLICE DUTY
957217,7/21/2017,EXCELLENT POLICE DUTY
957217,7/12/2017,EXCELLENT POLICE DUTY
957217,6/22/2017,EXCELLENT POLICE DUTY
957217,6/10/2017,EXCELLENT POLICE DUTY
957217,6/1/2017,EXCELLENT POLICE DUTY
957217,5/12/2017,EXCELLENT POLICE DUTY
957217,4/25/2017,EXCELLENT POLICE DUTY
957217,3/2/2017,EXCELLENT POLICE DUTY
957217,2/17/2017,MERITORIOUS POLICE DUTY
957217,1/26/2017,EXCELLENT POLICE DUTY
957217,11/10/2016,EXCELLENT POLICE DUTY
957217,8/8/2016,EXCELLENT POLICE DUTY
957217,1/16/2016,EXCELLENT POLICE DUTY
957217,1/16/2016,EXCELLENT POLICE DUTY
957217,9/13/2015,MERITORIOUS POLICE DUTY
957217,9/13/2015,MERITORIOUS POLICE DUTY
957217,4/20/2015,EXCELLENT POLICE DUTY
957217,4/2/2015,EXCELLENT POLICE DUTY
918406,8/30/1997,EXCELLENT POLICE DUTY
935844,12/27/2007,EXCELLENT POLICE DUTY
935844,1/26/2007,EXCELLENT POLICE DUTY
953481,2/15/2018,EXCELLENT POLICE DUTY
933410,8/21/2009,MERITORIOUS POLICE DUTY
933410,1/22/2005,MERITORIOUS POLICE DUTY
937628,4/1/2009,EXCELLENT POLICE DUTY
937628,6/3/2008,MERITORIOUS POLICE DUTY
937628,4/26/2007,MERITORIOUS POLICE DUTY
951334,7/1/2017,EXCELLENT POLICE DUTY
951334,9/5/2015,MERITORIOUS POLICE DUTY
951334,11/22/2014,EXCELLENT POLICE DUTY
951334,1/3/2014,EXCELLENT POLICE DUTY
941156,10/17/2014,MERITORIOUS POLICE DUTY
941156,9/8/2013,MERITORIOUS POLICE DUTY
941156,6/6/2013,EXCELLENT POLICE DUTY
941156,3/29/2013,EXCELLENT POLICE DUTY
941156,8/30/2012,EXCELLENT POLICE DUTY
941156,4/7/2012,EXCELLENT POLICE DUTY
941156,10/7/2011,EXCELLENT POLICE DUTY
941156,6/17/2011,EXCELLENT POLICE DUTY
941156,1/16/2011,EXCELLENT POLICE DUTY
941156,9/8/2010,MERITORIOUS POLICE DUTY
941156,8/15/2010,MERITORIOUS POLICE DUTY
941156,6/23/2010,EXCELLENT POLICE DUTY
941156,10/17/2008,MERITORIOUS POLICE DUTY
941156,11/17/2007,EXCELLENT POLICE DUTY
941156,8/25/2007,MERITORIOUS POLICE DUTY
929255,10/30/2003,EXCELLENT POLICE DUTY
929255,9/21/2003,EXCELLENT POLICE DUTY
931326,3/8/2008,EXCELLENT POLICE DUTY
931328,11/11/2006,EXCELLENT POLICE DUTY
931328,10/1/2006,EXCELLENT POLICE DUTY
931328,8/17/2006,EXCELLENT POLICE DUTY
931328,6/14/2006,EXCELLENT POLICE DUTY
931328,3/23/2006,EXCELLENT POLICE DUTY
931328,2/20/2006,EXCELLENT POLICE DUTY
931328,8/11/2005,MERITORIOUS POLICE DUTY
931328,12/14/2004,EXCELLENT POLICE DUTY
931328,10/18/2004,EXCELLENT POLICE DUTY
931328,3/9/2004,EXCELLENT POLICE DUTY
931328,12/11/2003,EXCELLENT POLICE DUTY
933411,3/10/2016,EXCELLENT POLICE DUTY
933411,2/7/2016,EXCELLENT POLICE DUTY
933411,3/6/2012,MERITORIOUS POLICE DUTY
933411,10/21/2010,EXCELLENT POLICE DUTY
933411,1/22/2010,EXCELLENT POLICE DUTY
933411,12/17/2009,EXCELLENT POLICE DUTY
933411,7/23/2009,EXCELLENT POLICE DUTY
933411,1/9/2009,EXCELLENT POLICE DUTY
946325,6/3/2015,EXCELLENT POLICE DUTY
946325,1/23/2013,EXCELLENT POLICE DUTY
946325,12/5/2012,EXCELLENT POLICE DUTY
946325,8/10/2012,EXCELLENT POLICE DUTY
946325,8/8/2012,EXCELLENT POLICE DUTY
946325,7/25/2012,EXCELLENT POLICE DUTY
946325,7/4/2012,EXCELLENT POLICE DUTY
946325,7/1/2012,EXCELLENT POLICE DUTY
946325,5/29/2012,EXCELLENT POLICE DUTY
946325,5/20/2012,EXCELLENT POLICE DUTY
946325,4/25/2012,EXCELLENT POLICE DUTY
946325,4/3/2012,EXCELLENT POLICE DUTY
946325,3/19/2012,EXCELLENT POLICE DUTY
946325,3/12/2012,EXCELLENT POLICE DUTY
946325,2/23/2012,EXCELLENT POLICE DUTY
946325,2/20/2012,MERITORIOUS POLICE DUTY
946325,2/9/2012,EXCELLENT POLICE DUTY
946325,12/29/2011,MERITORIOUS POLICE DUTY
946325,10/12/2011,MERITORIOUS POLICE DUTY
953482,8/15/2020,MERITORIOUS POLICE DUTY
953482,4/8/2019,EXCELLENT POLICE DUTY
953482,10/30/2016,EXCELLENT POLICE DUTY
953482,11/20/2015,EXCELLENT POLICE DUTY
921035,4/7/2018,EXCELLENT POLICE DUTY
921035,12/20/2017,EXCELLENT POLICE DUTY
921035,6/30/2017,EXCELLENT POLICE DUTY
921035,4/28/2015,EXCELLENT POLICE DUTY
921035,3/26/2015,EXCELLENT POLICE DUTY
921035,11/23/2014,EXCELLENT POLICE DUTY
921035,10/17/2014,MERITORIOUS POLICE DUTY
921035,10/16/2014,MERITORIOUS POLICE DUTY
921035,10/8/2014,EXCELLENT POLICE DUTY
921035,10/2/2014,MERITORIOUS POLICE DUTY
921035,1/17/2014,EXCELLENT POLICE DUTY
921035,6/19/2013,MERITORIOUS POLICE DUTY
921035,4/19/2013,EXCELLENT POLICE DUTY
921035,11/7/2012,EXCELLENT POLICE DUTY
921035,9/13/2012,MERITORIOUS POLICE DUTY
921035,12/2/2011,EXCELLENT POLICE DUTY
921035,8/26/2009,EXCELLENT POLICE DUTY
921035,11/11/2008,EXCELLENT POLICE DUTY
921035,9/18/2008,EXCELLENT POLICE DUTY
921035,1/24/2008,EXCELLENT POLICE DUTY
921035,1/18/2008,EXCELLENT POLICE DUTY
921035,8/24/2007,EXCELLENT POLICE DUTY
921035,10/31/2006,MERITORIOUS POLICE DUTY
935847,9/23/2012,EXCELLENT POLICE DUTY
946326,2/11/2018,EXCELLENT POLICE DUTY
946326,4/5/2015,MERITORIOUS POLICE DUTY
946326,12/5/2014,EXCELLENT POLICE DUTY
946326,11/1/2014,EXCELLENT POLICE DUTY
946326,12/26/2011,EXCELLENT POLICE DUTY
946326,3/27/2011,EXCELLENT POLICE DUTY
946326,7/24/2010,EXCELLENT POLICE DUTY
898639,9/26/1994,EXCELLENT POLICE DUTY
898639,5/9/1993,EXCELLENT POLICE DUTY
943876,9/21/2018,EXCELLENT POLICE DUTY
943876,5/19/2018,EXCELLENT POLICE DUTY
943876,3/1/2018,EXCELLENT POLICE DUTY
943876,12/2/2017,EXCELLENT POLICE DUTY
943876,10/8/2017,MERITORIOUS POLICE DUTY
943876,9/8/2017,EXCELLENT POLICE DUTY
943876,8/13/2017,EXCELLENT POLICE DUTY
943876,7/28/2017,MERITORIOUS POLICE DUTY
943876,5/29/2016,EXCELLENT POLICE DUTY
943876,4/9/2016,EXCELLENT POLICE DUTY
943876,7/23/2015,EXCELLENT POLICE DUTY
943876,11/20/2013,EXCELLENT POLICE DUTY
943876,9/3/2012,EXCELLENT POLICE DUTY
943876,8/17/2011,EXCELLENT POLICE DUTY
958121,3/25/2019,EXCELLENT POLICE DUTY
958121,2/26/2019,EXCELLENT POLICE DUTY
958121,10/7/2017,EXCELLENT POLICE DUTY
958121,7/19/2016,EXCELLENT POLICE DUTY
954373,3/8/2014,MERITORIOUS POLICE DUTY
961370,4/25/2018,EXCELLENT POLICE DUTY
961370,12/23/2017,EXCELLENT POLICE DUTY
961370,8/11/2016,EXCELLENT POLICE DUTY
921813,7/15/2005,EXCELLENT POLICE DUTY
921813,7/11/2004,EXCELLENT POLICE DUTY
921813,7/7/2004,EXCELLENT POLICE DUTY
921813,5/5/2004,EXCELLENT POLICE DUTY
921813,3/22/2004,EXCELLENT POLICE DUTY
921813,3/17/2004,MERITORIOUS POLICE DUTY
921813,2/25/2004,EXCELLENT POLICE DUTY
921813,8/30/2003,EXCELLENT POLICE DUTY
921813,7/3/2003,EXCELLENT POLICE DUTY
921813,12/11/2002,EXCELLENT POLICE DUTY
921813,10/20/2002,EXCELLENT POLICE DUTY
921813,2/28/1999,EXCELLENT POLICE DUTY
931330,9/11/2006,EXCELLENT POLICE DUTY
931330,6/16/2006,MERITORIOUS POLICE DUTY
931330,10/10/2005,EXCELLENT POLICE DUTY
931330,9/30/2005,EXCELLENT POLICE DUTY
931330,9/29/2005,EXCELLENT POLICE DUTY
931330,9/14/2004,EXCELLENT POLICE DUTY
931330,7/23/2004,MERITORIOUS POLICE DUTY
931330,5/20/2004,MERITORIOUS POLICE DUTY
931330,3/30/2004,EXCELLENT POLICE DUTY
926209,10/6/2005,EXCELLENT POLICE DUTY
926209,5/29/2003,EXCELLENT POLICE DUTY
926209,2/18/2003,EXCELLENT POLICE DUTY
926209,12/7/2002,EXCELLENT POLICE DUTY
926209,5/22/2001,MERITORIOUS POLICE DUTY
942615,6/25/2014,EXCELLENT POLICE DUTY
937630,7/11/2008,MERITORIOUS POLICE DUTY
937630,7/3/2008,EXCELLENT POLICE DUTY
937630,6/13/2008,MERITORIOUS POLICE DUTY
963778,10/12/2019,EXCELLENT POLICE DUTY
963778,8/19/2019,EXCELLENT POLICE DUTY
932036,5/26/2010,EXCELLENT POLICE DUTY
932036,1/7/2006,EXCELLENT POLICE DUTY
962842,12/4/2018,EXCELLENT POLICE DUTY
962842,8/18/2018,EXCELLENT POLICE DUTY
921815,7/28/2008,MERITORIOUS POLICE DUTY
899911,3/24/2000,EXCELLENT POLICE DUTY
899911,12/1/1999,EXCELLENT POLICE DUTY
899911,6/2/1999,EXCELLENT POLICE DUTY
899911,4/16/1999,MERITORIOUS POLICE DUTY
899911,6/7/1996,EXCELLENT POLICE DUTY
899911,6/5/1996,EXCELLENT POLICE DUTY
899911,5/3/1996,EXCELLENT POLICE DUTY
899911,4/5/1995,EXCELLENT POLICE DUTY
899911,9/14/1994,EXCELLENT POLICE DUTY
947542,3/23/2018,EXCELLENT POLICE DUTY
947542,12/6/2017,EXCELLENT POLICE DUTY
947542,8/31/2017,EXCELLENT POLICE DUTY
947542,5/11/2016,EXCELLENT POLICE DUTY
947542,5/19/2015,EXCELLENT POLICE DUTY
951337,11/7/2018,EXCELLENT POLICE DUTY
961372,8/4/2018,EXCELLENT POLICE DUTY
961372,4/22/2018,EXCELLENT POLICE DUTY
961372,12/6/2017,EXCELLENT POLICE DUTY
955580,2/24/2020,MERITORIOUS POLICE DUTY
955580,12/16/2019,MERITORIOUS POLICE DUTY
955580,7/26/2018,MERITORIOUS POLICE DUTY
955580,1/23/2014,MERITORIOUS POLICE DUTY
929257,11/5/2004,EXCELLENT POLICE DUTY
961373,5/6/2020,EXCELLENT POLICE DUTY
961373,4/24/2018,EXCELLENT POLICE DUTY
937634,9/14/2015,EXCELLENT POLICE DUTY
937634,10/12/2014,EXCELLENT POLICE DUTY
957219,10/12/2015,EXCELLENT POLICE DUTY
957219,3/15/2015,EXCELLENT POLICE DUTY
955582,4/24/2016,MERITORIOUS POLICE DUTY
937635,3/12/2020,MERITORIOUS POLICE DUTY
937635,3/10/2020,EXCELLENT POLICE DUTY
937635,10/1/2019,MERITORIOUS POLICE DUTY
937636,2/19/2013,EXCELLENT POLICE DUTY
937636,1/29/2009,MERITORIOUS POLICE DUTY
937636,9/18/2008,EXCELLENT POLICE DUTY
937636,1/5/2008,EXCELLENT POLICE DUTY
937636,9/19/2007,EXCELLENT POLICE DUTY
937636,1/4/2007,EXCELLENT POLICE DUTY
937636,8/4/2006,EXCELLENT POLICE DUTY
931332,3/29/2006,EXCELLENT POLICE DUTY
931332,7/10/2004,EXCELLENT POLICE DUTY
900684,3/22/2012,EXCELLENT POLICE DUTY
900684,8/28/2006,EXCELLENT POLICE DUTY
900684,7/12/2006,MERITORIOUS POLICE DUTY
900684,11/28/2005,EXCELLENT POLICE DUTY
900684,9/25/2002,COMMENDATION
900684,9/14/2000,EXCELLENT POLICE DUTY
900684,6/15/1994,EXCELLENT POLICE DUTY
954581,3/14/2015,EXCELLENT POLICE DUTY
880391,4/3/1990,EXCELLENT POLICE DUTY
880391,4/3/1990,EXCELLENT POLICE DUTY
880391,10/25/1988,MERITORIOUS POLICE DUTY
880391,9/26/1987,EXCELLENT POLICE DUTY
880391,9/14/1987,EXCELLENT POLICE DUTY
880391,11/4/1986,EXCELLENT POLICE DUTY
880391,7/26/1985,EXCELLENT POLICE DUTY
880391,9/30/1984,MERITORIOUS POLICE DUTY
880391,5/24/1984,EXCELLENT POLICE DUTY
880391,1/3/1984,EXCELLENT POLICE DUTY
947668,6/30/2015,EXCELLENT POLICE DUTY
962136,10/26/2019,EXCELLENT POLICE DUTY
962136,7/12/2019,EXCELLENT POLICE DUTY
962136,4/19/2018,EXCELLENT POLICE DUTY
946328,7/12/2018,EXCELLENT POLICE DUTY
946328,10/1/2012,EXCELLENT POLICE DUTY
946328,9/20/2012,EXCEPTIONAL MERIT
946328,10/2/2010,EXCELLENT POLICE DUTY
946328,5/8/2010,EXCELLENT POLICE DUTY
946328,2/22/2010,EXCELLENT POLICE DUTY
951338,6/3/2013,EXCELLENT POLICE DUTY
937638,10/30/2013,EXCELLENT POLICE DUTY
959019,5/25/2017,EXCELLENT POLICE DUTY
959019,2/18/2017,MERITORIOUS POLICE DUTY
959019,11/7/2016,MERITORIOUS POLICE DUTY
959019,10/28/2016,EXCELLENT POLICE DUTY
959019,5/1/2016,EXCELLENT POLICE DUTY
947544,12/23/2018,EXCELLENT POLICE DUTY
947544,9/4/2018,MERITORIOUS POLICE DUTY
947544,9/2/2018,EXCELLENT POLICE DUTY
947544,8/2/2018,EXCELLENT POLICE DUTY
947544,2/22/2018,MERITORIOUS POLICE DUTY
947544,5/25/2017,EXCELLENT POLICE DUTY
947544,2/18/2017,MERITORIOUS POLICE DUTY
947544,10/28/2016,EXCELLENT POLICE DUTY
947544,10/8/2016,MERITORIOUS POLICE DUTY
947544,9/20/2014,EXCELLENT POLICE DUTY
947544,8/23/2011,EXCELLENT POLICE DUTY
947544,4/26/2010,EXCELLENT POLICE DUTY
947544,6/9/2009,EXCELLENT POLICE DUTY
947544,4/22/2009,EXCELLENT POLICE DUTY
953483,6/26/2016,EXCELLENT POLICE DUTY
953483,5/12/2016,EXCELLENT POLICE DUTY
942616,9/4/2015,EXCELLENT POLICE DUTY
957220,11/16/2019,MERITORIOUS POLICE DUTY
957220,11/6/2019,MERITORIOUS POLICE DUTY
957220,10/23/2019,MERITORIOUS POLICE DUTY
